LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_ID,source,Loan_Status
120.0,360.0,1.0,10819.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP001798,train,Y
140.0,180.0,1.0,4493.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP001800,train,N
155.0,60.0,1.0,8666.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001806,train,Y
108.0,360.0,1.0,7550.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP001807,train,Y
123.0,360.0,1.0,7823.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP001811,train,Y
120.0,180.0,1.0,10383.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP001813,train,N
112.0,360.0,1.0,9703.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001814,train,Y
137.0,180.0,1.0,6608.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP001819,train,Y
123.0,480.0,1.0,4725.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001824,train,Y
90.0,360.0,1.0,3677.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001825,train,Y
201.0,360.0,0.0,5558.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP001835,train,N
138.0,360.0,1.0,3427.0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,LP001836,train,N
104.0,360.0,1.0,4750.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,LP001841,train,Y
279.0,180.0,1.0,9762.0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,LP001843,train,Y
192.0,360.0,0.0,16250.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP001844,train,N
255.0,360.0,1.0,3083.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,LP001846,train,Y
115.0,360.0,0.0,6045.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP001849,train,N
94.0,360.0,1.0,5250.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001854,train,N
304.0,360.0,1.0,16783.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001859,train,N
128.0,360.0,1.0,4931.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP001864,train,N
330.0,360.0,1.0,10333.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001865,train,Y
134.0,360.0,1.0,4269.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001868,train,Y
155.0,36.0,1.0,3481.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP001870,train,N
120.0,360.0,1.0,7200.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001871,train,Y
128.0,360.0,1.0,5166.0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,LP001872,train,Y
151.0,360.0,1.0,7542.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001875,train,Y
150.0,360.0,1.0,6095.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001877,train,Y
160.0,360.0,0.0,6144.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001882,train,Y
135.0,360.0,1.0,3418.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001883,train,N
90.0,360.0,1.0,4436.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,LP001884,train,Y
30.0,360.0,1.0,3237.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001888,train,Y
136.0,360.0,1.0,11146.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001891,train,Y
126.0,360.0,1.0,4690.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001892,train,Y
150.0,360.0,1.0,4843.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001894,train,Y
90.0,360.0,1.0,3900.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001896,train,Y
115.0,360.0,1.0,4592.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001900,train,Y
207.0,360.0,1.0,7267.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001903,train,Y
80.0,360.0,1.0,4403.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP001904,train,Y
436.0,360.0,1.0,14583.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001907,train,Y
124.0,360.0,1.0,4100.0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,LP001908,train,Y
158.0,360.0,0.0,6479.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,LP001910,train,N
112.0,360.0,1.0,4727.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001914,train,Y
78.0,180.0,1.0,3286.7999878,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001915,train,Y
54.0,360.0,1.0,3477.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001917,train,Y
146.0,360.0,1.0,20667.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001922,train,N
89.0,360.0,1.0,6211.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001924,train,Y
99.0,300.0,1.0,4317.0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,LP001925,train,N
120.0,360.0,1.0,5704.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001926,train,Y
115.0,360.0,1.0,4124.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP001931,train,Y
187.0,360.0,1.0,9508.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001935,train,Y
139.0,360.0,1.0,5491.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP001936,train,Y
127.0,360.0,0.0,4400.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP001938,train,N
134.0,360.0,1.0,4713.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP001940,train,Y
143.0,480.0,0.0,5417.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001945,train,N
172.0,360.0,1.0,5717.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP001947,train,Y
110.0,360.0,1.0,5666.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP001949,train,Y
200.0,360.0,1.0,6875.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP001953,train,Y
135.0,360.0,1.0,4666.0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001954,train,Y
151.0,480.0,1.0,7541.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001955,train,N
113.0,360.0,1.0,4939.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001963,train,N
93.0,360.0,0.0,4734.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP001964,train,N
105.0,360.0,1.0,4625.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP001972,train,Y
132.0,360.0,1.0,5000.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001974,train,Y
96.0,360.0,1.0,3428.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP001977,train,Y
140.0,360.0,1.0,6500.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001978,train,Y
95.0,360.0,1.0,2000.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,LP001990,train,N
135.0,360.0,1.0,5428.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001993,train,Y
104.0,360.0,0.0,4263.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP001994,train,N
480.0,360.0,1.0,20233.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP001996,train,N
185.0,360.0,1.0,7667.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP001998,train,Y
84.0,360.0,1.0,2917.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002002,train,Y
111.0,360.0,1.0,5332.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002004,train,Y
56.0,360.0,1.0,2507.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002006,train,Y
144.0,84.0,1.0,5746.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002008,train,Y
159.0,360.0,1.0,4316.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002024,train,N
111.0,180.0,1.0,5039.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002031,train,Y
120.0,360.0,1.0,3717.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002035,train,Y
88.0,360.0,1.0,4192.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002036,train,Y
112.0,360.0,1.0,3541.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002043,train,Y
155.0,360.0,1.0,10000.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002050,train,N
115.0,360.0,1.0,4567.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002051,train,Y
124.0,360.0,1.0,4531.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002053,train,Y
126.5,360.0,1.0,5191.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002054,train,Y
132.0,360.0,1.0,6151.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002055,train,Y
300.0,360.0,1.0,15000.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002065,train,Y
376.0,360.0,0.0,13649.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002067,train,N
130.0,360.0,0.0,4917.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002068,train,Y
184.0,360.0,1.0,7978.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002082,train,Y
110.0,360.0,1.0,6784.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002086,train,N
67.0,360.0,1.0,2500.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002087,train,Y
117.0,360.0,1.0,6177.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002097,train,Y
98.0,360.0,1.0,2935.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002098,train,Y
71.0,360.0,1.0,2833.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002100,train,Y
490.0,180.0,1.0,63337.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002101,train,Y
182.0,180.0,1.0,11666.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,LP002103,train,Y
70.0,360.0,1.0,9993.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002106,train,Y
160.0,360.0,1.0,5938.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002110,train,Y
176.0,360.0,1.0,7100.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002112,train,Y
120.0,360.0,0.0,1830.0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,LP002113,train,N
71.0,360.0,1.0,4160.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002114,train,Y
173.0,360.0,1.0,4234.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,LP002115,train,N
46.0,360.0,1.0,2378.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002116,train,N
158.0,360.0,1.0,5783.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002119,train,Y
74.0,360.0,1.0,3173.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,LP002126,train,Y
125.0,360.0,1.0,4913.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002128,train,Y
160.0,360.0,1.0,4957.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002129,train,Y
152.0,360.0,0.0,6753.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002130,train,N
126.0,360.0,1.0,5251.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002131,train,Y
259.0,360.0,1.0,10916.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002137,train,Y
187.0,360.0,1.0,8875.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002138,train,Y
228.0,360.0,1.0,9083.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002139,train,Y
308.0,360.0,1.0,12917.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002140,train,N
95.0,360.0,1.0,4749.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002141,train,Y
105.0,360.0,0.0,5500.0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,LP002142,train,N
130.0,360.0,1.0,2928.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002143,train,Y
116.0,180.0,1.0,3813.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002144,train,Y
165.0,360.0,1.0,11500.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002149,train,Y
67.0,360.0,1.0,3875.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002151,train,N
100.0,480.0,0.0,4666.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002158,train,N
200.0,360.0,1.0,8334.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002160,train,Y
81.0,360.0,1.0,4723.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002161,train,N
236.0,360.0,1.0,8667.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002170,train,Y
130.0,360.0,1.0,7083.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002175,train,Y
95.0,300.0,1.0,6046.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002178,train,Y
141.0,360.0,1.0,6822.0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002180,train,Y
133.0,360.0,1.0,6216.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002181,train,N
96.0,480.0,1.0,2500.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002187,train,N
124.0,360.0,0.0,5124.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002188,train,N
175.0,360.0,1.0,6325.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002190,train,Y
570.0,360.0,1.0,24996.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002191,train,N
55.0,360.0,1.0,15759.0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,LP002194,train,Y
155.0,360.0,1.0,5185.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002197,train,Y
380.0,300.0,1.0,17196.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002201,train,Y
111.0,180.0,0.0,5049.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002205,train,N
110.0,360.0,1.0,4223.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002209,train,Y
120.0,180.0,1.0,5740.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002211,train,Y
130.0,360.0,1.0,13746.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002219,train,Y
130.0,360.0,1.0,4310.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002223,train,Y
71.0,480.0,1.0,3069.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002224,train,N
130.0,360.0,1.0,5391.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002225,train,Y
128.0,360.0,1.0,5833.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002226,train,Y
296.0,360.0,1.0,10173.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002229,train,Y
156.0,360.0,1.0,6000.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002231,train,Y
128.0,360.0,1.0,7167.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002234,train,Y
100.0,360.0,1.0,4566.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002236,train,N
113.0,180.0,1.0,3667.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002237,train,Y
132.0,360.0,1.0,3946.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002239,train,Y
125.0,360.0,0.0,6146.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002243,train,N
136.0,360.0,1.0,4750.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002244,train,Y
125.0,360.0,1.0,5488.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002250,train,Y
185.0,360.0,1.0,9167.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,LP002255,train,Y
275.0,360.0,1.0,9504.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002262,train,Y
120.0,360.0,1.0,4698.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002263,train,Y
113.0,180.0,1.0,3618.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002265,train,Y
113.0,360.0,1.0,4500.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002266,train,Y
135.0,360.0,1.0,3760.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002272,train,Y
71.0,360.0,0.0,3180.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002277,train,N
95.0,360.0,1.0,4492.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002281,train,Y
109.0,360.0,1.0,5568.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002284,train,Y
103.0,360.0,0.0,3300.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002287,train,N
45.0,180.0,0.0,2889.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002288,train,N
65.0,300.0,1.0,2755.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002296,train,N
103.0,360.0,1.0,22500.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002297,train,Y
53.0,360.0,1.0,1963.0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002300,train,Y
194.0,360.0,1.0,7441.0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,LP002301,train,N
115.0,360.0,1.0,4547.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002305,train,Y
115.0,360.0,1.0,4567.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002308,train,Y
66.0,360.0,1.0,2213.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002314,train,Y
152.0,300.0,0.0,8300.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002315,train,N
360.0,360.0,0.0,81000.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002317,train,N
62.0,360.0,1.0,3867.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,LP002318,train,N
160.0,360.0,1.0,6256.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002319,train,Y
218.0,360.0,0.0,6096.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002328,train,N
110.0,360.0,1.0,4286.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002332,train,Y
178.0,360.0,0.0,5386.0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002335,train,N
60.0,360.0,1.0,2995.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002337,train,Y
160.0,360.0,1.0,2600.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002341,train,N
239.0,360.0,1.0,21600.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,LP002342,train,N
112.0,360.0,1.0,3798.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002345,train,Y
138.0,360.0,1.0,4663.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002347,train,Y
138.0,360.0,1.0,5829.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002348,train,Y
80.0,360.0,0.0,2720.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002357,train,N
100.0,360.0,1.0,3539.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002361,train,Y
110.0,360.0,0.0,8917.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002362,train,N
96.0,360.0,1.0,14880.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002364,train,Y
121.0,360.0,1.0,6966.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002366,train,Y
81.0,360.0,1.0,4606.0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,LP002367,train,N
133.0,360.0,1.0,5935.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002368,train,Y
87.0,360.0,1.0,2936.12000084,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002369,train,Y
60.0,180.0,1.0,2717.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002370,train,Y
150.0,360.0,1.0,8624.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,LP002377,train,Y
105.0,360.0,0.0,6500.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002379,train,N
405.0,360.0,1.0,12876.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002386,train,Y
143.0,360.0,1.0,4765.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002387,train,Y
100.0,360.0,1.0,3750.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002390,train,Y
124.5,240.0,1.0,10047.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002393,train,Y
50.0,360.0,1.0,3777.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002398,train,Y
132.0,360.0,1.0,3338.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002401,train,Y
187.0,360.0,0.0,10416.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002403,train,N
138.0,360.0,1.0,7142.0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,LP002407,train,Y
187.0,360.0,1.0,8724.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002408,train,Y
180.0,360.0,1.0,9734.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002409,train,Y
148.0,360.0,1.0,6700.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,LP002418,train,Y
152.0,360.0,1.0,37719.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002422,train,Y
175.0,300.0,1.0,15666.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002424,train,Y
130.0,360.0,1.0,4676.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002429,train,Y
110.0,360.0,1.0,4652.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002434,train,Y
55.0,360.0,1.0,4915.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002435,train,N
150.0,360.0,0.0,5050.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002443,train,N
190.0,360.0,1.0,4311.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,LP002444,train,N
125.0,360.0,0.0,3564.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002446,train,N
60.0,300.0,1.0,3414.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002447,train,Y
149.0,360.0,0.0,5681.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002448,train,N
90.0,180.0,0.0,4949.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002449,train,Y
84.0,360.0,1.0,7085.0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,LP002453,train,Y
96.0,360.0,1.0,3859.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002455,train,Y
118.0,360.0,1.0,4301.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002459,train,Y
173.0,360.0,1.0,6277.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002467,train,N
136.0,360.0,1.0,4354.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,LP002472,train,Y
160.0,360.0,1.0,8334.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002473,train,N
160.0,360.0,1.0,6166.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002478,train,Y
128.0,180.0,1.0,7740.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002484,train,Y
153.0,360.0,1.0,5203.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002487,train,Y
132.0,360.0,1.0,5191.0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,LP002489,train,Y
98.0,360.0,0.0,4166.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002493,train,N
140.0,360.0,1.0,6000.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002494,train,Y
70.0,180.0,0.0,4611.0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,LP002500,train,N
110.0,360.0,1.0,16692.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002501,train,Y
98.0,360.0,1.0,3127.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002502,train,Y
110.0,360.0,1.0,6784.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002505,train,N
162.0,360.0,1.0,5529.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,LP002515,train,Y
113.0,180.0,0.0,4153.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,LP002517,train,N
100.0,360.0,1.0,4691.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002519,train,Y
93.0,360.0,1.0,2500.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002522,train,Y
162.0,360.0,1.0,10180.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,LP002524,train,Y
150.0,360.0,1.0,17539.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002527,train,Y
230.0,300.0,1.0,8450.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002529,train,Y
132.0,360.0,0.0,4745.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002530,train,N
86.0,360.0,1.0,18917.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,LP002531,train,Y
132.0,360.0,1.0,4550.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002533,train,N
154.0,360.0,1.0,4350.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002534,train,Y
113.0,360.0,1.0,3095.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,LP002536,train,Y
128.0,360.0,1.0,5233.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002537,train,Y
